ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
218,100000,2,1,1,55,0,3,2,0,0,-1,46244,44115,38102,36041,34060,35664,9365,1869,1187,4868,3115,35664,0
219,230000,2,1,1,39,0,0,5,0,-1,0,109408,112863,114754,105595,114361,105859,13527,19659,4329,11040,114361,21065,0
220,390000,2,1,2,22,5,-1,2,2,0,7,67163,63294,62881,55663,63048,65279,2618,63294,1942,486,6194,1228,0
221,340000,2,2,1,28,0,8,0,3,4,-1,178918,174520,176723,182298,169955,177908,41228,2078,50815,5208,2148,177908,0
222,100000,2,2,1,30,-1,0,1,3,2,4,12447,12542,12250,13648,12854,12871,12447,1843,501,620,289,263,1
223,120000,1,2,1,21,-1,1,2,0,1,1,43161,38814,39649,45118,44516,50353,43161,152,1342,8990,948,1504,0
224,50000,1,1,2,36,-1,-1,1,0,1,-1,9891,11048,10956,10208,12507,12769,9891,11048,318,2638,27,12769,0
225,420000,1,2,1,32,-1,3,-1,-1,3,0,205834,182468,165964,159368,141970,164860,205834,7613,165964,159368,1487,26751,0
226,50000,1,1,2,32,2,0,0,0,6,7,16726,15618,14845,14487,16749,15950,408,3228,3650,3739,803,59,0
227,120000,2,3,1,34,-1,3,0,5,0,0,81045,84261,96434,105994,120008,113462,81045,22,20195,4523,30143,11948,0
228,340000,1,2,1,28,2,0,2,0,2,1,78816,77286,78855,79886,84557,74523,276,4613,640,18096,1163,1128,1
229,170000,2,3,1,43,-2,-1,2,1,-1,4,94937,87608,81013,87001,96720,95951,2078,87608,1065,1715,96720,2311,0
230,200000,2,1,1,37,-1,-1,-2,1,2,2,60135,60655,63338,55643,56543,56224,60135,60655,2059,2756,308,1964,0
231,160000,2,2,1,30,-1,-1,0,-1,-1,-1,17691,20792,17897,17244,17987,15410,17691,20792,3780,17244,17987,15410,0
232,40000,2,2,2,39,-1,-1,3,0,1,0,3173,2963,2755,2661,2937,2929,3173,2963,76,605,9,431,0
233,180000,2,3,2,38,2,2,0,0,-1,0,52078,54382,61974,51699,62277,57339,249,1311,17990,3038,62277,6205,0
234,200000,2,2,1,26,2,-1,1,4,4,1,58675,61640,60218,61964,65074,56784,285,61640,1528,266,806,1489,0
235,90000,1,2,2,33,3,-1,2,1,0,5,45578,43862,45127,41929,41172,36783,1473,43862,1914,1796,8223,887,0
236,220000,2,1,2,33,1,-1,-1,0,0,0,5678,5070,4591,5333,5547,5499,263,5070,4591,1003,920,1181,0
237,100000,1,2,1,30,0,0,-1,-1,2,2,31733,27702,24850,23571,26210,28627,5115,7603,24850,23571,1163,75,0
238,340000,1,1,1,23,5,0,7,5,0,2,124113,107991,108830,122607,121239,107100,4901,21669,4853,4643,18600,4132,1
239,130000,2,1,1,29,0,-1,0,0,2,0,45866,47048,48205,49356,55870,61604,6621,47048,14295,4338,838,7749,0
240,200000,1,1,1,47,2,0,-1,5,4,2,89342,90505,97291,85237,84201,90697,55,22197,97291,228,618,844,1
241,160000,2,3,2,29,-1,2,-1,4,-1,-1,34652,34456,32477,30419,28789,30362,34652,1027,32477,5,28789,30362,0
242,220000,2,1,1,43,2,-1,0,0,1,2,20183,21027,21891,21055,22376,22042,183,21027,2812,5570,688,587,0
243,140000,2,3,2,35,2,0,-1,-1,0,3,22121,18987,17938,16387,15642,16210,1019,3611,17938,16387,891,266,0
244,220000,1,3,2,37,0,-1,0,0,6,8,43963,43242,43022,46630,45267,51158,10961,43242,9573,3552,1797,400,0
245,220000,1,3,1,24,5,2,5,1,1,2,97854,91849,97547,100704,87873,80153,3934,809,3591,1608,2420,3941,1
246,60000,2,3,1,46,3,6,1,0,-1,1,2903,2620,2523,2460,2561,2246,75,73,93,449,2561,11,0
247,210000,2,3,2,54,2,-1,3,4,0,-1,20567,19463,20644,19587,21323,23437,28,19463,455,624,4585,23437,0
248,100000,2,1,1,29,0,0,0,3,1,-1,1791,1630,1560,1656,1723,1768,144,286,326,55,30,1768,0
249,120000,2,1,2,47,0,-1,3,2,2,0,8930,7779,7391,7126,6241,6065,677,7779,131,73,33,1534,0
250,110000,2,2,1,23,3,4,3,6,2,2,32840,29998,27025,26347,28113,27633,1121,646,184,981,121,845,1
251,100000,1,2,2,35,1,-2,0,-1,3,0,25318,26724,27721,25648,26620,29542,1092,1040,6826,25648,1137,4257,1
252,340000,1,1,3,24,0,0,1,3,-1,0,16041,15507,14910,13751,13447,12659,923,3132,670,416,13447,2339,0
253,50000,2,2,1,38,0,2,2,7,0,2,1366,1351,1303,1236,1152,1232,144,8,36,14,312,51,0
254,20000,1,2,1,33,0,1,2,0,3,-1,11122,10917,11933,13394,13380,12738,2565,76,136,3223,366,12738,0
255,90000,1,3,1,35,-2,0,0,-1,0,1,17995,17802,17647,18073,18329,20020,409,4203,5293,18073,2247,43,0
256,120000,2,2,1,47,3,0,2,0,2,1,31917,35132,32593,28458,27948,30406,166,3730,1594,3648,1333,1291,0
257,80000,2,2,2,46,1,-1,1,2,0,3,25723,26629,26405,28380,31975,33063,323,26629,375,258,3587,229,0
258,70000,2,2,1,33,2,-1,6,0,1,1,9424,9070,8680,8255,7032,8165,332,9070,309,1035,337,328,1
259,210000,2,2,1,45,0,2,-1,-2,1,-1,78013,74631,67641,66617,64317,66266,8164,1661,67641,5916,2795,66266,0
260,140000,1,3,2,46,5,0,0,0,-1,-1,32232,28798,30156,32986,30862,36236,426,3943,4227,6553,30862,36236,1
261,750000,2,1,1,45,2,0,0,0,3,-2,484334,465779,432611,395867,372145,369091,16749,122015,87773,105671,4960,28866,0
262,80000,2,2,2,36,7,-1,-1,1,2,3,20377,19801,18676,16888,16957,16129,646,19801,18676,604,192,199,1
263,170000,1,2,1,38,8,2,0,-1,-1,-2,45141,43429,44876,47583,48008,49391,1947,172,6896,47583,48008,3813,1
264,190000,2,2,1,32,0,0,2,-1,3,0,27281,28225,24689,24271,22889,21451,6997,1509,744,24271,1044,2460,0
265,110000,2,1,1,56,3,1,-1,-1,1,3,23329,22085,20407,22031,22450,21933,39,466,20407,22031,526,372,1
266,60000,2,1,1,39,0,0,-1,0,7,2,5456,5451,5292,4552,4305,3944,1510,1055,5292,427,203,173,1
267,120000,2,1,2,34,-1,-1,3,-1,-1,2,29197,29732,32057,34520,34097,30925,29197,29732,422,34520,34097,989,0
268,190000,2,1,1,40,-1,1,2,1,0,2,90248,96534,103112,108986,114566,133861,90248,4314,3370,1067,12437,2691,0
269,80000,1,3,1,37,0,0,1,0,4,-2,25699,30201,33490,33542,31516,29278,6270,8414,253,2220,647,763,0
270,110000,1,2,1,54,2,-1,4,-2,3,-1,4411,4800,5007,4845,4998,4735,168,4800,84,365,222,4735,0
271,120000,2,1,1,35,-1,-1,0,0,-1,0,25034,25310,23607,22535,24556,21950,25034,25310,1209,2393,24556,2982,0
272,80000,2,2,2,42,1,6,0,1,0,0,540,542,619,690,690,655,6,5,167,11,140,66,0
273,320000,2,1,1,34,0,0,4,-1,2,-1,100001,101010,102140,102628,104166,117217,10731,14690,1263,102628,1955,117217,0
274,150000,2,3,1,21,2,5,0,-1,1,-1,4557,4309,4775,5151,5462,6007,92,47,532,5151,152,6007,0
275,120000,2,2,1,35,3,1,2,-1,2,-1,6683,7042,7999,8013,8395,8511,283,19,345,8013,48,8511,1
276,230000,2,4,1,43,0,-1,0,4,3,-1,88492,83506,82740,88477,87916,89972,23952,83506,22343,2812,276,89972,0
277,150000,2,1,1,36,1,0,0,1,-1,2,16793,17403,16329,17502,18851,21080,70,3192,4504,530,18851,226,1
278,300000,2,3,2,24,-1,2,-1,0,4,3,101221,89290,78355,87829,92539,81944,101221,1301,78355,19341,375,824,0
279,70000,2,1,2,50,2,5,3,-1,-1,6,8377,8168,7561,7695,8549,9357,108,260,234,7695,8549,341,1
280,200000,2,1,1,24,-1,5,-1,0,2,5,36592,35539,36198,40374,41872,40638,36592,975,36198,9430,1421,1929,0
281,130000,2,1,1,28,0,0,1,2,0,2,36832,37450,33492,36066,36977,33309,7087,5837,549,1442,1926,680,0
282,330000,1,2,2,25,-1,-1,4,-1,3,2,205189,199898,214276,225527,223994,201030,205189,199898,2639,225527,8000,2598,0
283,260000,1,1,1,25,0,1,3,4,1,4,44448,48319,44879,36770,36536,38811,5323,1933,1057,765,389,881,0
284,160000,1,2,1,35,0,-1,3,0,0,2,76154,93748,85169,76207,74567,82620,21591,93748,1992,6853,14236,1290,0
285,160000,2,3,1,41,2,1,1,0,3,3,82698,90186,94972,92836,88062,88851,1797,514,2801,25056,1242,614,1
286,130000,1,1,2,30,-2,1,2,1,5,0,27506,26841,27029,26856,30112,26374,1168,1304,561,1331,357,4235,0
287,290000,2,1,1,40,-1,0,-1,4,0,-1,16841,16199,15174,15566,15886,16930,16841,2767,15174,471,4099,16930,0
288,90000,2,3,1,42,1,-1,2,5,0,-2,12419,12074,13672,13032,14328,14949,336,12074,498,59,1592,782,0
289,130000,1,2,2,32,-1,8,1,1,1,4,17323,19210,20126,21266,22708,22096,17323,690,657,49,284,138,0
290,200000,2,3,1,21,-1,0,2,2,-1,0,13385,11894,10226,11900,13409,12391,13385,771,510,342,13409,2398,1
291,80000,1,2,2,49,1,1,2,4,6,5,45143,45046,46009,40599,45717,50670,1608,355,774,846,504,1549,1
292,70000,1,2,2,29,-1,2,0,0,0,1,52138,55351,59767,62450,63607,56473,52138,617,4208,17061,10150,1920,0
293,250000,2,1,1,21,-1,4,0,1,3,3,118237,122798,118296,108327,103385,105847,118237,1077,13367,960,15,261,0
294,50000,1,3,1,31,0,2,0,-1,0,-1,2474,2510,2505,2362,2295,2244,439,116,368,2362,634,2244,0
295,250000,1,3,1,40,0,3,0,0,3,0,44375,43868,46475,41444,38613,43218,11876,188,8522,7424,1826,2273,0
296,110000,2,4,2,42,0,0,0,0,2,0,5696,5431,5196,5405,4993,5440,834,1241,1501,944,128,1466,0
297,60000,2,2,2,25,3,-1,1,-1,8,0,6037,5682,5095,4675,4535,4585,228,5682,177,4675,86,430,0
298,340000,1,3,2,21,-1,0,0,4,0,-1,50579,51335,52308,50174,46092,50695,50579,4485,5221,1990,9602,50695,0
299,40000,2,2,2,38,-1,2,3,0,0,0,6707,5929,5876,5477,5766,5811,6707,19,225,506,1482,663,0
300,280000,1,2,2,40,0,0,0,1,-1,2,57715,55078,50636,53409,54804,57358,16681,15102,14535,2366,54804,2783,0
301,960000,1,3,2,45,0,1,-1,0,2,0,244028,225325,213628,214807,228122,218801,72309,11129,213628,40744,2168,30616,0
302,430000,2,1,2,44,-1,0,0,-1,-1,3,5664,6340,6506,6046,5989,6514,5664,1713,902,6046,5989,236,0
303,110000,2,1,1,36,-1,-2,-1,0,2,0,71203,69142,74058,70438,76261,79871,71203,6137,74058,6166,3308,5253,0
304,380000,2,1,2,27,2,0,-1,0,1,5,29120,29359,31630,35052,32431,33656,702,4952,31630,6039,607,898,0
305,290000,2,2,2,31,0,1,0,0,7,-1,158606,154078,144151,143236,128949,119030,8150,4486,27914,9011,4255,119030,1
306,80000,2,2,1,33,4,0,3,-1,1,0,22174,22711,20830,19507,17054,17126,323,4175,327,19507,844,2542,0
307,70000,2,2,1,27,0,7,1,2,0,0,23463,23575,24824,24793,23080,22505,1258,644,976,881,6508,4003,1
308,160000,1,4,2,45,5,-1,-2,3,0,-2,36502,37014,35082,35450,38532,35061,10,37014,1977,286,7599,2714,1
309,190000,2,2,1,44,1,2,-1,1,-1,1,24272,21139,20665,16046,14886,14041,1146,171,20665,371,14886,665,0
310,270000,1,1,1,22,-1,3,8,6,-1,-1,85336,88149,87066,73805,70781,74665,85336,3330,1290,3048,70781,74665,0
311,260000,2,2,1,32,-2,1,3,0,0,-1,169551,152024,160703,133756,135897,116211,16044,1175,441,16460,19254,116211,0
312,150000,1,2,2,54,5,0,-1,2,4,-1,17794,16143,17872,18476,18493,17952,625,1829,17872,386,676,17952,1
313,90000,1,1,1,46,1,-1,-1,-1,1,4,6183,7075,7665,6264,6714,7064,196,7075,7665,6264,111,33,0
314,250000,2,2,2,37,1,2,-1,0,-1,3,23125,24779,25557,29120,28065,28496,139,1187,25557,8501,28065,1064,0
315,290000,2,1,2,45,0,-1,4,-1,-1,0,32412,34914,34156,29590,28667,31154,3632,34914,1209,29590,28667,4554,0
316,150000,2,2,2,50,0,1,-1,0,1,7,45096,46778,49720,47796,44920,43633,7160,604,49720,10713,1059,147,1
317,120000,2,1,2,36,-2,0,5,4,-1,-1,60786,59965,69257,68021,67149,71130,3328,17090,2905,81,67149,71130,0
318,100000,1,1,2,23,0,3,2,-1,2,0,30322,31527,34184,33180,33845,35687,1790,398,745,33180,277,9289,0
319,50000,1,2,1,43,0,0,-1,2,2,-1,40127,38848,42939,47123,44168,45404,8156,10169,42939,957,209,45404,1
320,80000,1,3,1,43,1,0,-1,8,2,2,16305,15426,16573,17950,17658,17332,571,2468,16573,489,242,114,0
321,360000,2,2,2,26,-2,0,3,0,-1,0,126466,132514,147687,146180,127521,125445,2709,18665,4335,22757,127521,30139,0
322,140000,2,3,1,37,5,-1,3,0,0,1,14860,13883,14716,15992,16011,14699,695,13883,650,2941,1497,68,1
323,90000,2,2,1,28,2,8,1,3,-1,-1,61891,52308,60683,61979,61304,67036,1528,552,2056,1112,61304,67036,0
324,130000,1,1,1,21,6,1,2,0,3,0,53706,54090,48376,51236,48973,42600,1936,1708,1087,12885,1825,2521,0
325,100000,2,1,1,37,-1,-1,0,4,0,0,15758,14046,14179,13720,12252,11615,15758,14046,807,240,2463,1115,0
326,180000,2,3,2,48,0,0,4,0,-1,3,8412,8015,7889,7994,8680,8115,1539,1552,357,2290,8680,351,0
327,100000,2,2,2,38,0,0,1,-1,3,3,2983,3262,3435,3679,4220,4507,760,746,87,3679,177,52,0
328,130000,2,4,2,37,-1,0,1,3,3,-2,67677,68631,66528,66704,62698,68958,67677,19607,1915,3308,906,5870,0
329,30000,2,1,1,23,2,0,1,0,-1,2,9615,10276,10914,9032,8982,9609,98,1260,311,2508,8982,385,0
330,70000,1,1,1,41,0,0,1,2,0,3,6991,7758,7860,8702,8563,8684,502,1679,273,334,1896,32,0
331,160000,1,2,1,30,0,4,2,-2,0,1,53969,53446,47801,48579,48631,55878,7922,2324,249,1331,12160,2014,0
332,120000,2,1,1,28,0,0,0,6,2,2,27821,27555,28967,29905,29917,30307,2832,8087,6654,1210,623,381,0
333,200000,1,1,2,43,1,2,0,0,0,3,114948,114060,106389,112660,115901,114680,5341,1196,27504,21692,12769,2822,0
334,160000,1,2,1,24,0,2,0,2,1,-2,54639,48011,42384,44458,43746,50798,11456,223,7274,300,372,2572,0
335,350000,1,2,1,33,-1,3,0,1,0,2,70355,66312,74442,75704,80303,98564,70355,3237,18548,3128,6233,1724,0
336,20000,1,1,1,24,0,0,3,0,0,2,8827,7730,7660,6271,7231,8438,1741,2027,267,1717,1191,105,0
337,130000,2,1,1,32,-1,-1,1,0,0,-1,21885,21524,24467,25412,23074,22412,21885,21524,701,2891,6017,22412,0
338,210000,2,2,2,21,-1,3,2,6,-1,0,172840,152862,155358,156187,173491,157120,172840,2137,222,2070,173491,21925,0
339,140000,2,2,2,40,2,0,0,0,0,2,2861,2728,2789,2286,1859,2036,16,398,187,241,401,12,0
340,110000,1,2,1,39,0,0,2,-1,0,-2,4122,4268,4020,4161,4423,4531,589,1174,33,4161,1032,245,0
341,100000,2,2,1,55,3,-1,5,0,2,0,10098,9185,10459,11307,10903,9815,13,9185,327,3290,20,1628,1
342,90000,2,3,2,37,0,3,-1,0,-1,3,11487,11568,12334,12226,11789,13803,2801,326,12334,757,11789,332,0
343,100000,1,2,2,27,-1,2,-1,0,0,0,31244,29218,29381,26224,29085,26677,31244,161,29381,7095,5530,6707,0
344,70000,2,3,1,44,0,-2,3,2,1,0,43912,39868,43976,42075,38704,43535,3501,1791,2145,1172,1653,13041,1
345,110000,2,2,1,44,1,2,1,-1,0,0,76597,71432,64551,64849,65723,66051,3595,1056,2768,64849,15582,8860,0
346,70000,2,1,1,47,0,-1,0,0,-1,0,8392,8163,7911,8323,7710,7579,1777,8163,2212,1454,7710,1560,0
347,280000,2,2,2,21,3,3,6,1,2,1,38948,44047,42251,44160,42642,42383,1798,2076,1854,515,1767,2116,1
348,70000,1,2,1,29,2,-2,0,0,0,-1,23744,21956,19342,21825,18538,18010,894,926,5285,4037,4482,18010,0
349,390000,1,2,2,27,0,0,0,0,0,-1,175987,172658,166486,156984,157177,151386,44503,25609,15778,22395,12128,151386,0
350,250000,2,2,2,49,2,-1,3,5,0,0,109511,122902,137166,111699,110775,101098,1072,122902,1710,2118,9242,24224,0
351,300000,2,1,2,42,-1,1,0,2,-1,3,108933,116183,117434,129450,111515,118647,108933,3851,7623,3261,111515,3873,0
352,130000,2,2,1,45,0,2,-1,-1,-1,3,23887,23444,22058,22575,20832,21584,4373,505,22058,22575,20832,536,0
353,60000,2,2,1,25,-1,2,0,-1,1,-1,5561,5343,5009,5253,5520,5129,5561,258,1389,5253,265,5129,0
354,40000,1,2,2,36,1,0,0,0,2,0,11913,13246,13157,13794,15347,16431,478,2922,2184,1664,304,2418,0
355,240000,1,2,1,21,0,0,0,-1,0,0,102060,90278,83810,83867,87987,91954,11987,17043,22370,83867,10846,11179,0
356,120000,2,4,2,25,2,6,-1,0,0,0,50870,47314,44922,47557,52136,48132,2315,1671,44922,13182,5968,13807,0
357,100000,1,2,1,36,-1,0,0,0,2,-2,4776,5357,5978,6232,6074,5911,4776,961,1518,699,275,501,0
358,210000,2,1,2,37,4,3,2,0,-1,2,11133,11554,10525,9756,8168,9760,400,231,427,2009,8168,58,0
359,810000,2,3,1,39,1,0,5,6,2,1,146745,161279,149271,145517,158425,144066,5448,18228,5733,6508,3813,1321,1
360,140000,2,1,1,29,0,0,3,3,-2,0,97774,100428,116154,111652,112253,114015,12973,22270,3956,1591,9441,19181,0
361,280000,1,2,2,39,8,-1,0,0,2,-1,75213,77060,82974,76030,83020,87087,2111,77060,10900,9901,1753,87087,1
362,120000,2,1,2,35,-1,0,1,0,4,2,18099,19325,20309,18223,18637,20852,18099,2194,90,4648,406,451,0
363,260000,2,1,1,49,-1,6,-2,0,0,0,126711,115217,110121,107793,106780,120222,126711,3064,8923,7220,10595,15727,0
364,140000,2,1,1,31,3,0,0,-1,0,0,111299,114935,104921,108399,107474,116036,1403,8259,9803,108399,25284,33497,0
365,250000,2,2,2,21,1,-2,0,1,2,-1,207125,201019,195329,205317,231739,216271,1117,5607,20331,4995,7463,216271,0
366,200000,1,1,2,41,1,3,0,0,0,2,14869,15792,16429,14487,13572,12651,374,715,1292,1707,2459,475,0
367,90000,2,1,1,38,3,0,0,0,0,0,3527,3254,2915,2973,2740,2499,9,788,225,736,639,741,1
368,50000,2,2,1,27,4,-1,0,0,0,-1,19703,18930,16985,16051,16272,18852,452,18930,4147,1632,4344,18852,0
369,30000,1,2,1,32,1,1,3,2,0,0,5105,4697,3818,3987,3508,3262,1,147,49,157,229,709,1
370,180000,1,3,1,37,0,2,3,8,0,0,106426,113301,122811,124889,125341,120852,14239,2729,884,3154,31154,19651,1
371,330000,1,3,1,32,0,0,-1,3,0,1,91244,87475,84843,95624,93922,82403,26354,11520,84843,1882,22715,2347,0
372,200000,1,2,1,25,3,-1,-1,0,1,3,90055,83530,80600,81326,72544,79111,2348,83530,80600,16639,3269,2871,1
373,340000,1,3,2,33,-1,5,1,1,-1,0,212149,205684,206002,178773,172135,171558,212149,8267,426,3596,172135,41052,0
374,420000,2,2,2,43,0,0,3,0,0,-1,137553,145690,150618,161140,158393,143700,39882,10817,7098,29100,23386,143700,0
375,190000,1,2,2,32,-1,2,1,0,-1,5,79492,72244,76943,79107,84864,84173,79492,2857,1050,11437,84864,601,0
376,30000,1,2,1,37,1,2,2,1,0,3,18124,18029,17727,20386,19589,18842,587,665,813,700,5065,705,0
377,60000,2,1,2,33,1,0,0,-1,-1,-2,11735,11251,11775,11612,11588,11851,310,807,970,11612,11588,781,0
378,80000,1,2,2,24,3,3,2,0,-1,-1,29195,26345,29159,30893,31444,33681,975,1213,769,7656,31444,33681,0
379,50000,2,2,2,34,0,0,1,1,-2,-2,123,133,135,145,155,167,35,15,5,1,8,16,0
380,40000,1,1,1,31,-1,-1,2,0,2,0,8819,8804,8002,7320,6684,6869,8819,8804,359,1507,168,551,0
381,130000,1,1,1,42,0,2,-1,-1,0,1,73528,76677,78786,81086,86987,89501,19088,54,78786,81086,13684,498,0
382,60000,2,1,2,46,2,0,0,0,0,-1,2784,2517,2765,2709,2658,2583,58,746,402,687,664,2583,0
383,80000,2,3,1,43,-1,2,2,-1,0,0,5271,5588,5248,5091,5069,5229,5271,57,164,5091,1502,689,0
384,160000,2,4,2,28,-1,0,-1,0,2,0,50722,52179,50468,51454,45811,53365,50722,8325,50468,3471,1345,11359,0
385,70000,2,2,2,24,5,3,0,2,0,-1,22444,24224,23608,23956,22631,23027,601,864,2532,506,5633,23027,0
386,140000,2,1,2,21,-1,8,0,-1,8,4,16881,17435,15682,16461,14376,15066,16881,287,1064,16461,503,38,0
387,110000,1,1,2,37,5,1,0,-1,0,0,8953,9214,10676,11547,11229,11907,94,181,1587,11547,1905,1321,1
388,280000,1,3,1,28,2,2,4,1,0,1,185427,199275,195232,183763,202751,192582,5419,5661,2495,262,54529,1997,1
389,80000,2,1,1,25,0,-1,0,2,2,0,8482,7966,7649,7806,7558,6886,1002,7966,2272,324,357,1718,0
390,50000,2,3,2,53,-1,-1,0,0,0,4,4216,4833,4740,4752,5022,6101,4216,4833,1028,693,1171,112,1
391,110000,2,2,1,39,0,-1,-1,1,-1,0,14974,15703,16490,16644,17731,15097,2170,15703,16490,405,17731,2113,0
392,580000,2,3,2,38,3,1,4,2,3,0,25937,24220,21421,21680,20841,22304,1066,1202,58,137,958,4559,0
393,380000,1,2,2,38,1,0,7,1,0,3,84129,91288,89463,85248,85391,86700,432,9457,4260,1798,23414,388,0
394,410000,2,2,1,50,0,0,-1,6,-1,3,80348,84823,85224,79840,84879,84946,20125,10696,85224,256,84879,2494,0
395,180000,1,2,1,33,0,0,1,2,0,-2,7920,7618,7154,6760,6621,6459,849,1742,117,127,890,303,0
396,150000,2,3,2,41,1,0,5,0,3,0,20927,20283,21563,20328,18822,18638,258,3860,543,3856,103,3926,0
397,70000,2,3,1,43,-1,3,0,-1,-2,0,26520,26642,27254,26965,29587,32206,26520,56,6302,26965,1299,5360,0
398,180000,2,2,1,52,2,0,-1,1,0,0,11755,11559,11612,12705,13029,12455,540,861,11612,152,1634,876,0
399,50000,2,2,1,35,1,-1,-1,1,-1,0,18522,21041,22155,22004,23314,21689,896,21041,22155,827,23314,2646,0
400,120000,2,3,2,46,1,-1,3,0,0,1,9486,10398,10688,10824,10716,10521,153,10398,40,914,1000,236,1
401,170000,1,3,3,21,2,0,0,2,0,-1,92075,96177,86871,80865,86886,94004,3497,12825,15732,2989,8663,94004,1
402,90000,2,2,1,54,2,1,2,-1,8,7,47903,51069,44888,45318,41242,41206,2375,1537,179,45318,1408,764,0
403,180000,2,1,2,39,0,3,0,-1,0,-1,9919,10239,10262,10983,11919,13524,2264,333,1038,10983,2161,13524,0
404,90000,2,1,1,42,3,-1,2,0,1,0,49146,46670,50963,51679,55941,57308,2198,46670,1631,7875,590,3600,0
405,20000,1,3,2,23,0,5,0,3,3,1,5980,6519,6343,6146,5697,5651,684,252,367,150,275,18,1
406,220000,2,1,1,23,0,-1,2,0,4,-1,27919,29078,27731,24096,26904,28672,6180,29078,517,1327,164,28672,0
407,200000,1,1,1,29,0,0,-1,-1,3,0,41125,43027,38566,37379,35993,35420,6596,8519,38566,37379,58,7024,0
408,90000,1,1,2,35,-1,0,0,8,1,1,57333,60971,62017,60838,59689,59931,57333,3132,11662,1983,272,2657,0
409,120000,2,2,1,33,2,-1,0,1,1,1,2218,1962,2151,2177,2062,2177,107,1962,305,72,39,3,0
410,730000,1,2,1,31,-1,4,1,-1,0,1,236908,230668,236955,245233,242700,240301,236908,2915,4006,245233,13348,2051,0
411,220000,1,1,1,33,2,0,0,-1,0,2,79663,73293,87640,80779,87233,84486,1720,11174,22486,80779,14248,779,1
412,90000,2,1,1,21,3,1,-1,0,7,0,72205,75706,67876,60742,50531,51097,3006,1956,67876,11922,364,7372,0
413,170000,2,2,1,39,1,-1,-1,0,-1,0,48523,51304,52356,53186,48941,52292,1188,51304,52356,2827,48941,11322,0
414,200000,2,3,2,33,0,3,1,-1,3,-1,11008,12514,13263,14660,13801,14446,1227,120,140,14660,104,14446,0
415,110000,2,1,2,44,-1,3,4,4,-1,7,39089,41482,37957,37090,38668,47962,39089,1694,1688,872,38668,2286,0
416,120000,2,1,1,31,-1,-1,1,-1,3,1,30869,30440,33070,36094,35019,30265,30869,30440,1299,36094,982,148,0
417,40000,1,2,3,32,4,0,0,3,-1,1,15060,14676,13111,14696,14603,15880,411,1985,892,175,14603,349,0
418,120000,1,2,1,36,0,-1,-1,0,0,1,32258,32769,29259,26543,27083,31354,8652,32769,29259,3702,7735,981,0
419,50000,2,2,2,41,0,4,-1,6,7,0,587,584,517,510,489,539,94,20,517,21,3,138,1
420,60000,2,2,1,46,8,0,0,8,1,1,11163,12095,12023,11265,10342,9562,8,3200,1522,527,244,176,1
421,100000,2,3,1,35,-1,-1,-2,0,-1,0,47195,46184,49322,53100,49885,48206,47195,46184,1768,3496,49885,2894,0
422,180000,2,1,1,39,2,0,0,0,-1,-1,5279,5071,4949,4673,4380,4678,242,1251,320,616,4380,4678,0
423,30000,1,1,2,35,3,0,1,0,-1,4,8281,8239,7643,7290,7543,7313,77,776,319,862,7543,102,0
424,110000,2,2,2,32,2,0,0,2,0,1,1080,969,891,941,872,901,6,88,260,13,163,11,0
425,50000,1,3,1,21,3,0,2,3,0,3,26330,24278,23577,26048,24463,24944,1238,6116,782,531,5048,61,1
426,570000,2,2,1,37,0,1,1,0,-1,2,279908,317427,295006,304154,333566,302780,31252,810,8809,30457,333566,6718,0
427,50000,2,3,2,27,5,2,4,0,-1,0,6175,6424,7099,6363,6093,5891,99,276,189,609,6093,923,0
428,120000,2,2,2,43,3,-1,0,0,0,3,30064,32681,32672,32898,32775,32694,237,32681,8217,7428,6825,638,1
429,60000,1,2,2,27,1,0,2,0,0,2,34209,33315,33873,31971,36576,34860,1494,4709,272,7001,10368,330,0
430,170000,1,1,1,30,4,-1,5,1,1,2,69121,72007,77832,79533,76209,84414,3368,72007,299,2105,3000,2418,0
431,30000,1,1,1,27,3,7,0,4,0,2,24866,23394,26167,23776,26693,26863,1156,1025,2179,285,1979,674,1
432,350000,2,2,2,40,2,3,0,-1,4,8,83331,85345,92151,90489,95988,99938,3324,3840,6762,90489,3345,1493,0
433,710000,2,1,1,32,-1,2,-1,-1,2,0,201002,194367,176915,186451,205189,221536,201002,4964,176915,186451,2652,61507,0
434,290000,1,1,2,40,0,-1,0,2,1,0,148808,136197,120234,121762,102578,100902,27833,136197,31646,942,1739,17104,0
435,140000,1,3,1,21,0,0,0,0,0,3,1858,1611,1525,1541,1592,1787,271,479,84,114,195,58,0
436,100000,2,3,1,53,-1,0,0,0,3,0,25433,23387,22566,23893,20980,20056,25433,3551,4678,2575,765,4318,0
437,70000,1,1,2,26,1,0,5,-1,0,1,20109,18983,17838,19138,21037,18555,534,5166,478,19138,1592,167,0
438,60000,2,2,2,42,1,7,1,2,-1,2,1396,1510,1439,1367,1408,1409,23,25,70,58,1408,40,0
